ID,类型,SKU,名称,已发布,是推荐产品,在列表页可见,简短描述,描述,促销开始日期,促销截止日期,税状态,税类,有货,库存,库存不足,允许缺货下单,单独出售,重量(kg),长度(cm),宽度(cm),高度(cm),允许客户评价,购物备注,促销价格,常规售价,分类,标签,运费类,图片,下载限制,下载的过期天数,父级,分组产品,交叉销售,交叉销售,外部链接,按钮文本,位置,属性1名称,属性1值,属性1可见,属性1全局,属性2名称,属性2值,属性2可见,属性2全局,属性3名称,属性3值,属性3可见,属性3全局,属性4名称,属性4值,属性4可见,属性4全局,属性5名称,属性5值,属性5可见,属性5全局,属性6名称,属性6值,属性6可见,属性6全局
40377,variable,601003517511,Sterling Silver Necklace Queen Elizabeth 5 Australian Cents Coin Pendant,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Necklace,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01pYntYZ1ouZvlkBQnc_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01QLluej1ouZvnY9XAl_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01gVfGCe1ouZvk1eoAh_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01EnpntP1ouZvmQE7bL_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/11777274773_480399264.jpg",,,,,,,,,0,Color,"Retro, Gold",1,0,,,,,Material,Silver,1,0,Technology,Electroplate,1,0,,,,,,,,
40465,variation,601003517511-1,Sterling Silver Necklace Queen Elizabeth 5 Australian Cents Coin Pendant - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01pYntYZ1ouZvlkBQnc_3967795285-0-cib.jpg,,,601003517511,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
40466,variation,601003517511-2,Sterling Silver Necklace Queen Elizabeth 5 Australian Cents Coin Pendant - Retro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01QLluej1ouZvnY9XAl_3967795285-0-cib.jpg,,,601003517511,,,,,,1,Color,Retro,,0,,,,,,,,,,,,,,,,,,,,
40325,variable,601908574465,Sterling Silver Eight-Pointed Star Coin Pendant Zirconia Inlaid,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Necklace,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01DfTm9w1ouZx5YkQNW_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01H4I9fD1ouZx3UC5MG_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01xA7tJW1ouZx56zMRz_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01EXilkp1ouZx3UD1aO_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/11868801440_480399264.jpg",,,,,,,,,0,Color,Gold,1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
40415,variation,601908574465-1,Sterling Silver Eight-Pointed Star Coin Pendant Zirconia Inlaid - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01DfTm9w1ouZx5YkQNW_3967795285-0-cib.jpg,,,601908574465,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
56351,variable,602227035854,Sterling Silver Necklace Lightening Pendant,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Necklace,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN010jE7rS1ouZx6rukkQ_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN013RLsfD1ouZxASt53G_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01yBuGU21ouZxCO4EMM_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01Rhxo641ouZx16kBf6_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/11946428105_480399264.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Silver,1,0,Technology,Electroplate,1,0,,,,,,,,
56448,variation,602227035854-1,Sterling Silver Necklace Lightening Pendant - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN010jE7rS1ouZx6rukkQ_3967795285-0-cib.jpg,,,602227035854,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
56449,variation,602227035854-2,Sterling Silver Necklace Lightening Pendant - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN013RLsfD1ouZxASt53G_3967795285-0-cib.jpg,,,602227035854,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
56381,variable,602526547112,Sterling Silver Necklace Cactus Pendant,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Necklace,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01I81HdK1ouZx0PjwW6_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01v8dlFD1ouZx0PirvR_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01i2RRWy1ouZx7my018_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01chQqyV1ouZx5YtU5E_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/12003167524_480399264.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Silver,1,0,Technology,Electroplate,1,0,,,,,,,,
56470,variation,602526547112-1,Sterling Silver Necklace Cactus Pendant - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01v8dlFD1ouZx0PirvR_3967795285-0-cib.jpg,,,602526547112,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
