ID,类型,SKU,名称,已发布,是推荐产品,在列表页可见,简短描述,描述,促销开始日期,促销截止日期,税状态,税类,有货,库存,库存不足,允许缺货下单,单独出售,重量(kg),长度(cm),宽度(cm),高度(cm),允许客户评价,购物备注,促销价格,常规售价,分类,标签,运费类,图片,下载限制,下载的过期天数,父级,分组产品,交叉销售,交叉销售,外部链接,按钮文本,位置,属性1名称,属性1值,属性1可见,属性1全局,属性2名称,属性2值,属性2可见,属性2全局,属性3名称,属性3值,属性3可见,属性3全局,属性4名称,属性4值,属性4可见,属性4全局,属性5名称,属性5值,属性5可见,属性5全局,属性6名称,属性6值,属性6可见,属性6全局
54756,variation,632393658223-2,威王新款背包潮流简约轻薄双肩包男士收纳创意双肩包中大学生书包 - 深灰色-15.6寸,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,59,,,,https://zecodo.com/wp-content/uploads/2022/12/12382469595_515527218.jpg,,,632393658223,,,,,,1,Color,深灰色-15.6寸,,0,brand,,,0,,,,,,,,,,,,,,,,
54659,variable,640708071384,双肩包批发防水背包半定形中大学生情侣书包装13.3寸电脑包旅行包,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,男士包包 > 男士背包,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01cVFer21NO48HJBJ4d_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN0168kNME1NO488hvczR_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01Oi54QX1NO48MbQixa_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01KOZT8E1NO48FKhvy4_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01A7k6WW1NO48KWzIpx_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01lhSujg1NO48HC5NVZ_955051559-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01J5Scnb1NO48McroQR_955051559-0-cib.jpg",,,,,,,,,0,Color,"卡其色-15.6寸, 黑色-15.6寸",1,0,brand,WinKing/威王,1,0,technology,,1,0,material,尼龙,1,0,style,街头潮流,1,0,,,,
54722,variation,640708071384-1,双肩包批发防水背包半定形中大学生情侣书包装13.3寸电脑包旅行包 - 卡其色-15.6寸,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,66,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01cVFer21NO48HJBJ4d_955051559-0-cib.jpg,,,640708071384,,,,,,1,Color,卡其色-15.6寸,,0,brand,,,0,,,,,,,,,,,,,,,,
54723,variation,640708071384-2,双肩包批发防水背包半定形中大学生情侣书包装13.3寸电脑包旅行包 - 黑色-15.6寸,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,66,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01cVFer21NO48HJBJ4d_955051559-0-cib.jpg,,,640708071384,,,,,,1,Color,黑色-15.6寸,,0,brand,,,0,,,,,,,,,,,,,,,,
54385,variable,641073461493,牛津布双肩包男 休闲双肩包印制 中学生双肩包纯色双肩包,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,男士包包 > 男士背包,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01o4Lg661Hf7BVNwt4R_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN0121rMQs1Hf7BYU83VS_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01QjTVwu1Hf7BV3mVtD_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01AXQn4x1Hf7BV3mVtl_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01aq53gq1Hf7BSetj8O_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01dKxFzQ1Hf7BYU9ndQ_2550360784-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01Z4OjXt1Hf7BtXcSvj_2550360784-0-cib.jpg",,,,,,,,,0,Color,"黑色, 白色, 蓝色, 红色",1,0,brand,其他,1,0,technology,,1,0,material,牛津布,1,0,style,商务通勤,1,0,,,,
54444,variation,641073461493-1,牛津布双肩包男 休闲双肩包印制 中学生双肩包纯色双肩包 - 黑色,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01Z4OjXt1Hf7BtXcSvj_2550360784-0-cib.jpg,,,641073461493,,,,,,1,Color,黑色,,0,brand,,,0,,,,,,,,,,,,,,,,
54445,variation,641073461493-2,牛津布双肩包男 休闲双肩包印制 中学生双肩包纯色双肩包 - 白色,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01aq53gq1Hf7BSetj8O_2550360784-0-cib.jpg,,,641073461493,,,,,,1,Color,白色,,0,brand,,,0,,,,,,,,,,,,,,,,
54446,variation,641073461493-3,牛津布双肩包男 休闲双肩包印制 中学生双肩包纯色双肩包 - 蓝色,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01dKxFzQ1Hf7BYU9ndQ_2550360784-0-cib.jpg,,,641073461493,,,,,,1,Color,蓝色,,0,brand,,,0,,,,,,,,,,,,,,,,
54447,variation,641073461493-4,牛津布双肩包男 休闲双肩包印制 中学生双肩包纯色双肩包 - 红色,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01AXQn4x1Hf7BV3mVtl_2550360784-0-cib.jpg,,,641073461493,,,,,,1,Color,红色,,0,brand,,,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
