ID,类型,SKU,名称,已发布,是推荐产品,在列表页可见,简短描述,描述,促销开始日期,促销截止日期,税状态,税类,有货,库存,库存不足,允许缺货下单,单独出售,重量(kg),长度(cm),宽度(cm),高度(cm),允许客户评价,购物备注,促销价格,常规售价,分类,标签,运费类,图片,下载限制,下载的过期天数,父级,分组产品,交叉销售,交叉销售,外部链接,按钮文本,位置,属性1名称,属性1值,属性1可见,属性1全局,属性2名称,属性2值,属性2可见,属性2全局,属性3名称,属性3值,属性3可见,属性3全局,属性4名称,属性4值,属性4可见,属性4全局,属性5名称,属性5值,属性5可见,属性5全局,属性6名称,属性6值,属性6可见,属性6全局
42929,variation,637846007464-3,Woven Rope Bracelet Sterling Silver Hearts - Blue,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16,,,,https://zecodo.com/wp-content/uploads/2022/12/23355182808_480399264.jpg,,,637846007464,,,,,,1,Color,Blue,,0,,,,,,,,,,,,,,,,,,,,
42679,variable,662760072357,Sterling Silver Chain Bracelet Devil’s Eye Zirconia Paved,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01SLT8vj1ouZvWnkX7l_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01pcjyTw1ouZvXwLEFD_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01wXJW6b1ouZvZi5Ali_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01j62SrI1ouZvSEEmj6_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01hLVBX41ouZvSAUtk7_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Alloy,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42771,variation,662760072357-1,Sterling Silver Chain Bracelet Devil’s Eye Zirconia Paved - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01wXJW6b1ouZvZi5Ali_3967795285-0-cib.jpg,,,662760072357,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
42772,variation,662760072357-2,Sterling Silver Chain Bracelet Devil’s Eye Zirconia Paved - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01SLT8vj1ouZvWnkX7l_3967795285-0-cib.jpg,,,662760072357,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
42678,variable,665959871986,Sterling Silver Chain with Woven Rope Bracelet Heart Zirconia Inlaid,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN016CbRhx1ouZwCWOn0R_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01balyPW1ouZwCWMVZ3_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01bUF7ji1ouZw3uyPoZ_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01FeZlmO1ouZw8MbHcQ_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01KgGRlo1ouZwBZnwWz_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01OHmDpB1ouZw3uxPRl_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01isyEdO1ouZw8GxudC_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold & Yellow, Silver & Pink, Rose Gold & Red",1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42762,variation,665959871986-1,Sterling Silver Chain with Woven Rope Bracelet Heart Zirconia Inlaid - Gold & Yellow,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01OHmDpB1ouZw3uxPRl_3967795285-0-cib.jpg,,,665959871986,,,,,,1,Color,Gold & Yellow,,0,,,,,,,,,,,,,,,,,,,,
42763,variation,665959871986-2,Sterling Silver Chain with Woven Rope Bracelet Heart Zirconia Inlaid - Rose Gold & Red,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01bUF7ji1ouZw3uyPoZ_3967795285-0-cib.jpg,,,665959871986,,,,,,1,Color,Rose Gold & Red,,0,,,,,,,,,,,,,,,,,,,,
42764,variation,665959871986-3,Sterling Silver Chain with Woven Rope Bracelet Heart Zirconia Inlaid - Silver & Pink,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01isyEdO1ouZw8GxudC_3967795285-0-cib.jpg,,,665959871986,,,,,,1,Color,Silver & Pink,,0,,,,,,,,,,,,,,,,,,,,
42770,variable,664824625985,Sterling Silver Chain with Woven Rope Bracelet Teardrop Zirconia Inlaid,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01EkLlQ91ouZwF3ku91_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN017E4Zgs1ouZwDBTwQ8_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01FhBYxo1ouZw8N3cCP_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01GvTW5X1ouZw8N4ksP_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN019Wd51L1ouZw9waoxS_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01fv1O0U1ouZwBaNnR3_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN012UkHEV1ouZwDBW9bC_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01Nc6ZC81ouZwF3l2Nl_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold & Red, Gold & Navy Blue, Silver & Yellow, Rose Gold & Red",1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42845,variation,664824625985-1,Sterling Silver Chain with Woven Rope Bracelet Teardrop Zirconia Inlaid - Rose Gold & Red,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01fv1O0U1ouZwBaNnR3_3967795285-0-cib.jpg,,,664824625985,,,,,,1,Color,Rose Gold & Red,,0,,,,,,,,,,,,,,,,,,,,
42846,variation,664824625985-2,Sterling Silver Chain with Woven Rope Bracelet Teardrop Zirconia Inlaid - Gold & Navy Blue,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN012UkHEV1ouZwDBW9bC_3967795285-0-cib.jpg,,,664824625985,,,,,,1,Color,Gold & Navy Blue,,0,,,,,,,,,,,,,,,,,,,,
42847,variation,664824625985-3,Sterling Silver Chain with Woven Rope Bracelet Teardrop Zirconia Inlaid - Silver & Yellow,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01Nc6ZC81ouZwF3l2Nl_3967795285-0-cib.jpg,,,664824625985,,,,,,1,Color,Silver & Yellow,,0,,,,,,,,,,,,,,,,,,,,
42848,variation,664824625985-4,Sterling Silver Chain with Woven Rope Bracelet Teardrop Zirconia Inlaid - Gold & Red,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01EkLlQ91ouZwF3ku91_3967795285-0-cib.jpg,,,664824625985,,,,,,1,Color,Gold & Red,,0,,,,,,,,,,,,,,,,,,,,
42843,variable,664411416223,Sterling Silver Chain Bracelet LOVE Letters Zirconia Paved,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01HitNAk1ouZw8z6JqV_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01taR5kt1ouZw8Hkv5A_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01v2shxB1ouZw5UCcEh_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01MX0hRs1ouZw8z7jCo_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01EpaJD21ouZwCXBKKz_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42914,variation,664411416223-1,Sterling Silver Chain Bracelet LOVE Letters Zirconia Paved - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01taR5kt1ouZw8Hkv5A_3967795285-0-cib.jpg,,,664411416223,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
42915,variation,664411416223-2,Sterling Silver Chain Bracelet LOVE Letters Zirconia Paved - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01HitNAk1ouZw8z6JqV_3967795285-0-cib.jpg,,,664411416223,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
42890,variable,663536746149,Sterling Silver Chain Bracelet Rectangular Deco Zirconia Paved,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01Smb84A1ouZvJ7fJCZ_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01PFvK591ouZvZi9s2H_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01FKZvmR1ouZvVIAEhY_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01kHSSBg1ouZvZi8jKW_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01xgWFbX1ouZvSp4Ia6_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01jsMxWY1ouZvWnnkx0_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42977,variation,663536746149-1,Sterling Silver Chain Bracelet Rectangular Deco Zirconia Paved - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01jsMxWY1ouZvWnnkx0_3967795285-0-cib.jpg,,,663536746149,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
42978,variation,663536746149-2,Sterling Silver Chain Bracelet Rectangular Deco Zirconia Paved - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01Smb84A1ouZvJ7fJCZ_3967795285-0-cib.jpg,,,663536746149,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
42889,variable,663536894346,Sterling Silver Chain Bracelet MAMA Zirconia Paved,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01OnyzuL1ouZvWnzhn7_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01FHypvk1ouZvJ7wh0f_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01AmMWKW1ouZvJ7tfwH_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01pU7UP41ouZvWIM6dV_3967795285-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN015BJZ381ouZvJ7uslN_3967795285-0-cib.jpg",,,,,,,,,0,Color,"Gold, Silver",1,0,,,,,Material,Silver,1,0,Technology,"Electroplate, Gem Inlaid",1,0,,,,,,,,
42966,variation,663536894346-1,Sterling Silver Chain Bracelet MAMA Zirconia Paved - Silver,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01FHypvk1ouZvJ7wh0f_3967795285-0-cib.jpg,,,663536894346,,,,,,1,Color,Silver,,0,,,,,,,,,,,,,,,,,,,,
42967,variation,663536894346-2,Sterling Silver Chain Bracelet MAMA Zirconia Paved - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01OnyzuL1ouZvWnzhn7_3967795285-0-cib.jpg,,,663536894346,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
43021,variable,656391584559,Sterling Silver Chain and Woven Rope Bracelet Cute Tiger Head,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Bracelet > Chain Bracelet,,,"https://zecodo.com/wp-content/uploads/2022/12/O1CN01QqfFZ11CxpKLFxICE_2846120148-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01Xc63KO1CxpKPCFED6_2846120148-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01GEEO1p1CxpKLG3CPV_2846120148-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01PrdeeH1CxpKCG9CR5_2846120148-0-cib.jpg, https://zecodo.com/wp-content/uploads/2022/12/O1CN01jsF7Wn1CxpKSV6rmZ_2846120148-0-cib.jpg",,,,,,,,,0,Color,Gold,1,0,,,,,Material,Silver,1,0,Technology,Electroplate,1,0,,,,,,,,
43118,variation,656391584559-1,Sterling Silver Chain and Woven Rope Bracelet Cute Tiger Head - Gold,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,74,,,,https://zecodo.com/wp-content/uploads/2022/12/O1CN01QqfFZ11CxpKLFxICE_2846120148-0-cib.jpg,,,656391584559,,,,,,1,Color,Gold,,0,,,,,,,,,,,,,,,,,,,,
